77070,HOUSTON,TX
77071,HOUSTON,TX
77072,HOUSTON,TX
77075,HOUSTON,TX
77077,HOUSTON,TX
77081,HOUSTON,TX
77082,HOUSTON,TX
77083,HOUSTON,TX
77084,HOUSTON,TX
77087,HOUSTON,TX
77088,HOUSTON,TX
77089,HOUSTON,TX
77090,HOUSTON,TX
77095,HOUSTON,TX
77099,HOUSTON,TX
77327,CLEVELAND,TX
77336,HUFFMAN,TX
77338,HUMBLE,TX
77339,KINGWOOD,TX
77345,KINGWOOD,TX
77346,HUMBLE,TX
77351,LIVINGSTON,TX
77373,SPRING,TX
77380,SPRING,TX
77381,SPRING,TX
77382,SPRING,TX
77386,SPRING,TX
77388,SPRING,TX
77396,HUMBLE,TX
77407,RICHMOND,TX
77429,CYPRESS,TX
77433,CYPRESS,TX
77449,KATY,TX
77450,KATY,TX
77459,MISSOURI CITY,TX
77461,NEEDVILLE,TX
77469,RICHMOND,TX
77479,SUGAR LAND,TX
77489,MISSOURI CITY,TX
77494,KATY,TX
77498,SUGAR LAND,TX
77502,PASADENA,TX
77504,PASADENA,TX
77505,PASADENA,TX
77536,DEER PARK,TX
77539,DICKINSON,TX
77541,FREEPORT,TX
77546,FRIENDSWOOD,TX
77571,LA PORTE,TX
77573,LEAGUE CITY,TX
77578,MANVEL,TX
77583,ROSHARON,TX
77584,PEARLAND,TX
77611,BRIDGE CITY,TX
77619,GROVES,TX
77627,NEDERLAND,TX
77642,PORT ARTHUR,TX
77657,LUMBERTON,TX
77707,BEAUMONT,TX
77708,BEAUMONT,TX
77802,BRYAN,TX
77840,COLLEGE STATION,TX
77845,COLLEGE STATION,TX
77856,FRANKLIN,TX
77901,VICTORIA,TX
77904,VICTORIA,TX
77954,CUERO,TX
77982,PORT O CONNOR,TX
78006,BOERNE,TX
78022,GEORGE WEST,TX
78028,KERRVILLE,TX
78063,PIPE CREEK,TX
78101,ADKINS,TX
78102,BEEVILLE,TX
78108,CIBOLO,TX
78109,CONVERSE,TX
78114,FLORESVILLE,TX
78130,NEW BRAUNFELS,TX
78132,NEW BRAUNFELS,TX
78147,POTH,TX
78209,SAN ANTONIO,TX
78210,SAN ANTONIO,TX
78212,SAN ANTONIO,TX
78213,SAN ANTONIO,TX
78216,SAN ANTONIO,TX
78220,SAN ANTONIO,TX
78223,SAN ANTONIO,TX
78228,SAN ANTONIO,TX
78229,SAN ANTONIO,TX
78230,SAN ANTONIO,TX
78232,SAN ANTONIO,TX
78233,SAN ANTONIO,TX
78238,SAN ANTONIO,TX
78240,SAN ANTONIO,TX
78245,SAN ANTONIO,TX
78248,SAN ANTONIO,TX
78249,SAN ANTONIO,TX
78250,SAN ANTONIO,TX
78251,SAN ANTONIO,TX
78253,SAN ANTONIO,TX
78254,SAN ANTONIO,TX
78256,SAN ANTONIO,TX
78258,SAN ANTONIO,TX
78259,SAN ANTONIO,TX
78260,SAN ANTONIO,TX
78261,SAN ANTONIO,TX
78410,CORPUS CHRISTI,TX
78412,CORPUS CHRISTI,TX
78416,CORPUS CHRISTI,TX
78520,BROWNSVILLE,TX
78550,HARLINGEN,TX
78574,MISSION,TX
78602,BASTROP,TX
78605,BERTRAM,TX
78613,CEDAR PARK,TX
78621,ELGIN,TX
78629,GONZALES,TX
78631,HARPER,TX
78633,GEORGETOWN,TX
78634,HUTTO,TX
78638,KINGSBURY,TX
78640,KYLE,TX
78643,LLANO,TX
78654,MARBLE FALLS,TX
78660,PFLUGERVILLE,TX
78664,ROUND ROCK,TX
78665,ROUND ROCK,TX
78681,ROUND ROCK,TX
78703,AUSTIN,TX
78704,AUSTIN,TX
78705,AUSTIN,TX
78717,AUSTIN,TX
78726,AUSTIN,TX
78727,AUSTIN,TX
78729,AUSTIN,TX
78730,AUSTIN,TX
78731,AUSTIN,TX
78732,AUSTIN,TX
78734,AUSTIN,TX
78735,AUSTIN,TX
78737,AUSTIN,TX
78741,AUSTIN,TX
78744,AUSTIN,TX
78745,AUSTIN,TX
78746,AUSTIN,TX
78748,AUSTIN,TX
78749,AUSTIN,TX
78750,AUSTIN,TX
78752,AUSTIN,TX
78753,AUSTIN,TX
78755,AUSTIN,TX
78756,AUSTIN,TX
78757,AUSTIN,TX
78758,AUSTIN,TX
78759,AUSTIN,TX
78781,AUSTIN,TX
78801,UVALDE,TX
78840,DEL RIO,TX
78853,EAGLE PASS,TX
78934,COLUMBUS,TX
78957,SMITHVILLE,TX
79007,BORGER,TX
79012,BUSHLAND,TX
79015,CANYON,TX
79019,CLAUDE,TX
79022,DALHART,TX
79027,DIMMITT,TX
79029,DUMAS,TX
79035,FRIONA,TX
79036,FRITCH,TX
79041,HALE CENTER,TX
79045,HEREFORD,TX
79065,PAMPA,TX
79070,PERRYTON,TX
79072,PLAINVIEW,TX
79088,TULIA,TX
79092,VEGA,TX
79101,AMARILLO,TX
79102,AMARILLO,TX
79103,AMARILLO,TX
79105,AMARILLO,TX
79106,AMARILLO,TX
79107,AMARILLO,TX
79108,AMARILLO,TX
79109,AMARILLO,TX
79110,AMARILLO,TX
79114,AMARILLO,TX
79118,AMARILLO,TX
79119,AMARILLO,TX
79120,AMARILLO,TX
79121,AMARILLO,TX
79124,AMARILLO,TX
79126,UNKNOWN,TX
79129,UNKNOWN,TX
79148,UNKNOWN,TX
79159,AMARILLO,TX
79226,CLARENDON,TX
79235,FLOYDADA,TX
79250,PETERSBURG,TX
79306,UNKNOWN,TX
79313,ANTON,TX
79316,BROWNFIELD,TX
79322,CROSBYTON,TX
79323,DENVER CITY,TX
79329,IDALOU,TX
79330,JUSTICEBURG,TX
79336,LEVELLAND,TX
79343,LORENZO,TX
79346,MORTON,TX
79347,MULESHOE,TX
79350,NEW DEAL,TX
79356,POST,TX
79363,SHALLOWATER,TX
79364,SLATON,TX
79366,RANSOM CANYON,TX
79373,TAHOKA,TX
79382,WOLFFORTH,TX
79401,LUBBOCK,TX
79403,LUBBOCK,TX
79404,LUBBOCK,TX
79405,LUBBOCK,TX
79406,LUBBOCK,TX
79407,LUBBOCK,TX
79408,LUBBOCK,TX
79409,LUBBOCK,TX
79410,LUBBOCK,TX
79411,LUBBOCK,TX
79412,LUBBOCK,TX
79413,LUBBOCK,TX
79414,LUBBOCK,TX
79415,LUBBOCK,TX
79416,LUBBOCK,TX
79423,LUBBOCK,TX
79424,LUBBOCK,TX
79430,LUBBOCK,TX
79453,LUBBOCK,TX
79464,LUBBOCK,TX
79493,LUBBOCK,TX
79499,LUBBOCK,TX
79508,BUFFALO GAP,TX
79510,CLYDE,TX
79521,HASKELL,TX
79535,MARYNEAL,TX
79549,SNYDER,TX
79556,SWEETWATER,TX
79562,TUSCOLA,TX
79601,ABILENE,TX
79602,ABILENE,TX
79603,ABILENE,TX
79605,ABILENE,TX
79606,ABILENE,TX
79614,UNKNOWN,TX
79701,MIDLAND,TX
79702,MIDLAND,TX
79703,MIDLAND,TX
79705,MIDLAND,TX
79706,MIDLAND,TX
79707,MIDLAND,TX
79711,MIDLAND,TX
79714,ANDREWS,TX
79720,BIG SPRING,TX
79721,BIG SPRING,TX
79734,FORT DAVIS,TX
79745,KERMIT,TX
79752,MC CAMEY,TX
79756,MONAHANS,TX
79760,ODESSA,TX
79761,ODESSA,TX
79762,ODESSA,TX
79763,ODESSA,TX
79764,ODESSA,TX
79765,ODESSA,TX
79766,ODESSA,TX
79768,ODESSA,TX
79789,WINK,TX
79805,UNKNOWN,TX
79830,ALPINE,TX
79901,EL PASO,TX
79902,EL PASO,TX
79903,EL PASO,TX
79904,EL PASO,TX
79905,EL PASO,TX
79906,EL PASO,TX
79907,EL PASO,TX
79912,EL PASO,TX
79913,EL PASO,TX
79915,EL PASO,TX
79922,EL PASO,TX
79924,EL PASO,TX
79925,EL PASO,TX
79927,EL PASO,TX
79928,EL PASO,TX
79929,EL PASO,TX
79930,EL PASO,TX
79932,EL PASO,TX
79934,EL PASO,TX
79935,EL PASO,TX
79936,EL PASO,TX
79938,EL PASO,TX
79983,UNKNOWN,TX
79995,EL PASO,TX
80118,LARKSPUR,CO
80701,FORT MORGAN,CO
87109,ALBUQUERQUE,NM
87114,ALBUQUERQUE,NM
88005,LAS CRUCES,NM
88011,LAS CRUCES,NM
88044,LA MESA,NM
88062,SILVER CITY,NM
88063,SUNLAND PARK,NM
88203,ROSWELL,NM
88220,CARLSBAD,NM
88240,HOBBS,NM
89109,LAS VEGAS,NV
92024,ENCINITAS,CA
92750,UNKNOWN,TX
97004,BEAVERCREEK,OR
